"id","parent_id","code","name","enabled","dest"
1322,1310,"75.160.10","Solid fuels",1,"Including coal products, coke, peat, wood, derivatives of coal pyrolysis, etc. 
Coals, see 73.040 
Solid biofuels, see 75.160.40"
1323,1310,"75.160.20","Liquid fuels",1,"Including gasoline, diesel, kerosene, etc. 
Liquid biofuels, see 75.160.40"
1324,1310,"75.160.30","Gaseous fuels",1,"Including liquefied petroleum gases 
Hydrogen, see 71.100.20 
Biogas, see 75.160.40 
Natural gas, see 75.060"
1326,1311,"75.180.01","Equipment for petroleum and natural gas industries in general",1,
1327,1311,"75.180.10","Exploratory, drilling and extraction equipment",1,"Including offshore structures"
1328,1311,"75.180.20","Processing equipment",1,
1329,1311,"75.180.30","Volumetric equipment and measurements",1,
1330,1311,"75.180.99","Other equipment for petroleum and natural gas industries",1,
1332,31,"77.020","Production of metals",1,
1333,31,"77.040","Testing of metals",1,
1334,31,"77.060","Corrosion of metals",1,"Surface treatment and coating, see 25.220"
1335,31,"77.080","Ferrous metals",1,"Including classification, designation, sampling, chemical analysis, etc. 
Dimensions and quality grades of iron and steel products, see 77.140"
1336,31,"77.100","Ferroalloys",1,"Including classification, designation, sampling, chemical analysis, etc."
1337,31,"77.120","Non-ferrous metals",1,"Including classification, designation, sampling, chemical analysis, etc. 
Precious metals for dentistry, see 11.060.10 
Precious metals for jewellery, see 39.060 
Dimensions and quality grades of non-ferrous metal products, see 77.150"
1338,31,"77.140","Iron and steel products",1,"Steel products for aerospace construction, see 49.025.10"
1339,31,"77.150","Products of non-ferrous metals",1,"Including products of non-ferrous metal alloys 
Products of non-ferrous metals for aerospace construction, see 49.025"
1340,31,"77.160","Powder metallurgy",1,"Including sintered metal materials and hard metals"
1341,31,"77.180","Equipment for the metallurgical industry",1,
1344,1333,"77.040.01","Testing of metals in general",1,
1345,1333,"77.040.10","Mechanical testing of metals",1,"Mechanical testing in general, see 19.060 
Mechanical testing of welded joints, see 25.160.40"
1346,1333,"77.040.20","Non-destructive testing of metals",1,"Non-destructive testing in general, see 19.100 
Non-destructive testing of welded joints, see 25.160.40"
1347,1333,"77.040.30","Chemical analysis of metals",1,"Chemical analysis in general, see 71.040.40 
Chemical analysis of ferroalloys, see 77.100 
Chemical analysis of non-ferrous metals, see 77.120 
Chemical analysis of sintered metals and hard metals, see 77.160 
Chemical analysis of ferrous metals, see 77.080"
1348,1333,"77.040.99","Other methods of testing of metals",1,
1351,1335,"77.080.01","Ferrous metals in general",1,
1352,1335,"77.080.10","Irons",1,
1353,1335,"77.080.20","Steels",1,
1356,1337,"77.120.01","Non-ferrous metals in general",1,
1357,1337,"77.120.10","Aluminium and aluminium alloys",1,
1358,1337,"77.120.20","Magnesium and magnesium alloys",1,
1359,1337,"77.120.30","Copper and copper alloys",1,
1360,1337,"77.120.40","Nickel, chromium and their alloys",1,
1361,1337,"77.120.50","Titanium and titanium alloys",1,
1362,1337,"77.120.60","Lead, zinc, tin and their alloys",1,
1363,1337,"77.120.70","Cadmium, cobalt and their alloys",1,
1364,1337,"77.120.99","Other non-ferrous metals and their alloys",1,
1366,1338,"77.140.01","Iron and steel products in general",1,
1367,1338,"77.140.10","Heat-treatable steels",1,
1368,1338,"77.140.15","Steels for reinforcement of concrete",1,
1369,1338,"77.140.20","Stainless steels",1,"Including alloyed steels, corrosion-resistant steels, heat-resisting steels, etc."
1370,1338,"77.140.25","Spring steels",1,
1371,1338,"77.140.30","Steels for pressure purposes",1,"Steels for pressure pipes and tubes for specific use, see 77.140.75"
1372,1338,"77.140.35","Tool steels",1,
1373,1338,"77.140.40","Steels with special magnetic properties",1,
1374,1338,"77.140.45","Non-alloyed steels",1,
1375,1338,"77.140.50","Flat steel products and semi-products",1,
1376,1338,"77.140.60","Steel bars and rods",1,
1377,1338,"77.140.65","Steel wire, wire ropes and link chains",1,"Lifting link chains and wire ropes, see 53.020.30 
Steel wire for springs, see 77.140.25"
1378,1338,"77.140.70","Steel profiles",1,"Including sections"
1379,1338,"77.140.75","Steel pipes and tubes for specific use",1,"Including hollow steel bars and sections for construction 
Steel pipes for conducting fluids, see 23.040.10"
1380,1338,"77.140.80","Iron and steel castings",1,
1381,1338,"77.140.85","Iron and steel forgings",1,
1382,1338,"77.140.99","Other iron and steel products",1,
1384,1339,"77.150.01","Products of non-ferrous metals in general",1,
1385,1339,"77.150.10","Aluminium products",1,
1386,1339,"77.150.20","Magnesium products",1,
1387,1339,"77.150.30","Copper products",1,
1388,1339,"77.150.40","Nickel and chromium products",1,
1389,1339,"77.150.50","Titanium products",1,
1390,1339,"77.150.60","Lead, zinc and tin products",1,
1391,1339,"77.150.70","Cadmium and cobalt products",1,
1392,1339,"77.150.99","Other products of non-ferrous metals",1,
1395,32,"79.020","Wood technology processes",1,"Including logging and wood treatment 
Wood-protecting chemicals, see 71.100.50"
1396,32,"79.040","Wood, sawlogs and sawn timber",1,
1397,32,"79.060","Wood-based panels",1,
1398,32,"79.080","Semi-manufactures of timber",1,
1399,32,"79.100","Cork and cork products",1,
1400,32,"79.120","Woodworking equipment",1,
1404,1397,"79.060.01","Wood-based panels in general",1,
1405,1397,"79.060.10","Plywood",1,
1406,1397,"79.060.20","Fibre and particle boards",1,
1407,1397,"79.060.99","Other wood-based panels",1,
1411,1400,"79.120.01","Woodworking equipment in general",1,
1412,1400,"79.120.10","Woodworking machines",1,"Chain- and brush-saws, see 65.060.80"
1413,1400,"79.120.20","Woodworking tools",1,
1414,1400,"79.120.99","Other woodworking equipment",1,
1415,33,"81.020","Processes in the glass and ceramics industries",1,
1416,33,"81.040","Glass",1,
1417,33,"81.060","Ceramics",1,"Including glass-ceramics"
1418,33,"81.080","Refractories",1,"Including ceramic refractories"
1419,33,"81.100","Equipment for the glass and ceramics industries",1,
1422,1416,"81.040.01","Glass in general",1,
1423,1416,"81.040.10","Raw materials and raw glass",1,
1424,1416,"81.040.20","Glass in building",1,
1425,1416,"81.040.30","Glass products",1,"Bottles, pots, jars, see 55.100 
Laboratory glassware, see 71.040.20"
1427,1417,"81.060.01","Ceramics in general",1,
1428,1417,"81.060.10","Raw materials",1,
1429,1417,"81.060.20","Ceramic products",1,"Ceramic tiles, see 91.100.23 
Ceramic building products, see 91.100.25 
Sanitary ceramic products, see 91.140.70"
1430,1417,"81.060.30","Advanced ceramics",1,
1431,1417,"81.060.99","Other standards related to ceramics",1,
1434,34,"83.020","Manufacturing processes in the rubber and plastics industries",1,
1435,34,"83.040","Raw materials for rubber and plastics",1,
1436,34,"83.060","Rubber",1,"Raw rubber, see 83.040.10"
1437,34,"83.080","Plastics",1,
1438,34,"83.100","Cellular materials",1,
1439,34,"83.120","Reinforced plastics",1,"Materials for the reinforcement of plastics, see 59.100"
1440,34,"83.140","Rubber and plastics products",1,"Transmission belts, see 21.220.10 
Conveyor belts, see 53.040.20 
Rubber and plastics coated fabrics, see 59.080.40 
Footwear, see 61.060 
Tyres, see 83.160"
1441,34,"83.160","Tyres",1,"Including tubes and valves"
1442,34,"83.180","Adhesives",1,"Including adhesive tapes 
Adhesive tapes for electrical insulation purposes, see 29.035.20"
1443,34,"83.200","Equipment for the rubber and plastics industries",1,
1446,1435,"83.040.01","Raw materials for rubber and plastics in general",1,
1447,1435,"83.040.10","Latex and raw rubber",1,
1448,1435,"83.040.20","Rubber compounding ingredients",1,"Including carbon black, kaolin clay, etc."
1449,1435,"83.040.30","Auxiliary materials and additives for plastics",1,"Including fillers, extenders, hardeners, pigments, plasticizers, etc."
1452,1437,"83.080.01","Plastics in general",1,
1453,1437,"83.080.10","Thermosetting materials",1,"Including ebonite 
Silicones, see 71.100.55"
1454,1437,"83.080.20","Thermoplastic materials",1,
1458,1440,"83.140.01","Rubber and plastics products in general",1,
1459,1440,"83.140.10","Films and sheets",1,"Including plates"
1460,1440,"83.140.20","Laminated sheets",1,
1461,1440,"83.140.30","Plastics pipes and fittings for non fluid use",1,"Plastics pipes, fittings and valves for general use, see 23.040.20 
Plastics pipes, fittings and valves for general use, see 23.040.45 
Plastics pipes, fittings and valves for general use, see 23.060"
1462,1440,"83.140.40","Hoses",1,"Hoses for general use, see 23.040.70"
1463,1440,"83.140.50","Seals",1,"Seals for general use, see 21.140 
Seals for general use, see 23.040.80"
1464,1440,"83.140.99","Other rubber and plastics products",1,
1466,1441,"83.160.01","Tyres in general",1,
1467,1441,"83.160.10","Road vehicle tyres",1,"Including cycle tyres, and tyre retreading and repair processes"
1468,1441,"83.160.20","Aircraft tyres",1,
1469,1441,"83.160.30","Tyres for agricultural machinery",1,
1470,1441,"83.160.99","Other tyres",1,
1473,35,"85.020","Paper production processes",1,"Including paper recycling"
1474,35,"85.040","Pulps",1,
1475,35,"85.060","Paper and board",1,
1476,35,"85.080","Paper products",1,"Including paper based stationery 
Other forms of stationery (non-paper based), see 35.260 
Other forms of stationery (non-paper based), see 97.180"
1477,35,"85.100","Equipment for the paper industry",1,
1483,36,"87.020","Paint coating processes",1,"Surface preparation for painting, see 25.220.10"
1484,36,"87.040","Paints and varnishes",1,"Including coating powders, paint coatings and protective paint systems"
1485,36,"87.060","Paint ingredients",1,
1486,36,"87.080","Inks. Printing inks",1,"Materials for graphic technology, see 37.100.20"
1487,36,"87.100","Paint coating equipment",1,
1491,1485,"87.060.01","Paint ingredients in general",1,
1492,1485,"87.060.10","Pigments and extenders",1,
1493,1485,"87.060.20","Binders",1,
1494,1485,"87.060.30","Solvents",1,
1495,1485,"87.060.99","Other paint ingredients",1,
1498,37,"91.010","Construction industry",1,
1499,37,"91.020","Physical planning. Town planning",1,
1500,37,"91.040","Buildings",1,
1501,37,"91.060","Elements of buildings",1,"Foundations, see 93.020"
1502,37,"91.080","Structures of buildings",1,"Including design, loading on and calculation of structures"
1503,37,"91.090","External structures",1,"Including fences, gates, arches, sheds, garages, etc."
1504,37,"91.100","Construction materials",1,"Including sustainability of construction materials 
Iron and steel products, see 77.140 
Products of non-ferrous metals, see 77.150 
Sawn timber, see 79.040 
Wood-based panels, see 79.060 
Glass, see 81.040.20 
Plastics products, see 83.140"
1505,37,"91.120","Protection of and in buildings",1,"Emergencies in buildings, see 13.200 
Fire protection, see 13.220.20 
Fire resistance of building materials and elements, see 13.220.50 
Alarm and warning systems, see 13.320"
1506,37,"91.140","Installations in buildings",1,"Burners and boilers for industrial purposes, see 27.060 
Heat pumps, see 27.080"
1507,37,"91.160","Lighting",1,"Including oil and gas lamps 
Theatre, stage and studio lighting equipment, see 97.200.10"
1508,37,"91.180","Interior finishing",1,"Paint coating processes, see 87.020"
1509,37,"91.190","Building accessories",1,"Including locks, buzzers, bells, bolts, door and window hardware, etc."
1510,37,"91.200","Construction technology",1,"Including measuring methods, construction sites, demolition of structures, etc."
1511,37,"91.220","Construction equipment",1,"Including scaffolding, mixers for concrete and mortar, etc. 
Earth-moving machinery, see 53.100 
Lifting equipment, see 53.020"
1513,1498,"91.010.01","Construction industry in general",1,"Building information modelling, see 35.240.67"
1514,1498,"91.010.10","Legal aspects",1,
1515,1498,"91.010.20","Contractual aspects",1,"Including construction procurement"
1516,1498,"91.010.30","Technical aspects",1,"Including tolerances, modular coordination, etc. 
Construction drawings, see 01.100.30"
1517,1498,"91.010.99","Other aspects",1,
1520,1500,"91.040.01","Buildings in general",1,"Including building environment design and service life planning 
Building materials, see 91.100 
Cultural property and heritage, see 97.195"
1521,1500,"91.040.10","Public buildings",1,"Including ecclesiastical buildings and hospitals"
1522,1500,"91.040.20","Buildings for commerce and industry",1,
1523,1500,"91.040.30","Residential buildings",1,
1524,1500,"91.040.99","Other buildings",1,
1526,1501,"91.060.01","Elements of buildings in general",1,
1527,1501,"91.060.10","Walls. Partitions. Facades",1,
1528,1501,"91.060.20","Roofs",1,"Including related elements (gutters, etc.)"
1529,1501,"91.060.30","Ceilings. Floors. Stairs",1,"Including screeds, ramps, etc."
1530,1501,"91.060.40","Chimneys, shafts, ducts",1,"Including flues and flue pipes"
1531,1501,"91.060.50","Doors and windows",1,"Including doorsets, their components, blinds, shutters 
Door and window hardware, see 91.190"
1532,1501,"91.060.99","Other elements of buildings",1,
1534,1502,"91.080.01","Structures of buildings in general",1,
1535,1502,"91.080.10","Metal structures",1,
1536,1502,"91.080.20","Timber structures",1,
1537,1502,"91.080.30","Masonry",1,
1538,1502,"91.080.40","Concrete structures",1,"Including the repair and protection of concrete products and structures"
1539,1502,"91.080.99","Other structures",1,
1542,1504,"91.100.01","Construction materials in general",1,
1543,1504,"91.100.10","Cement. Gypsum. Lime. Mortar",1,
1544,1504,"91.100.15","Mineral materials and products ",1,
1545,1504,"91.100.25","Terracotta building products",1,"Including roofing tiles, bricks, etc."
1546,1504,"91.100.30","Concrete and concrete products",1,"Including admixtures"
1547,1504,"91.100.40","Products in fibre-reinforced cement",1,"Including admixtures"
1548,1504,"91.100.50","Binders. Sealing materials",1,"Including geomembranes, asphalts for buildings, etc."
1549,1504,"91.100.60","Thermal and sound insulating materials",1,
1550,1504,"91.100.99","Other construction materials",1,
1552,1505,"91.120.01","Protection of and in buildings in general",1,
1553,1505,"91.120.10","Thermal insulation of buildings",1,"Including energy efficiency of buildings 
Energy efficiency in general, see 27.015 
Thermal insulation in general, see 27.220 
Thermal insulating materials, see 91.100.60"
1554,1505,"91.120.20","Acoustics in building. Sound insulation",1,"Acoustic measurements and noise abatement in general, see 17.140.01 
Sound insulating materials, see 91.100.60"
1555,1505,"91.120.25","Seismic and vibration protection",1,"Vibrations and vibration measurements, see 17.160"
1556,1505,"91.120.30","Waterproofing",1,"Sealing materials, see 91.100.50"
1557,1505,"91.120.40","Lightning protection",1,
1558,1505,"91.120.99","Other standards related to protection of and in buildings",1,
1560,1506,"91.140.01","Installations in buildings in general",1,
1561,1506,"91.140.10","Central heating systems",1,"Including burners and boilers for central heating systems 
Pipelines and its parts for district heat, see 23.040.07 
Heating appliances, see 97.100"
1562,1506,"91.140.30","Ventilation and air-conditioning systems",1,"Including ventilation ducts 
Ventilators and air-conditioners, see 23.120"
1563,1506,"91.140.40","Gas supply systems",1,"Including gas meters in buildings"
1564,1506,"91.140.50","Electricity supply systems",1,"Including electric energy meters in buildings, emergency electrical supplies, etc."
1565,1506,"91.140.60","Water supply systems",1,"Including water meters in buildings 
Pipelines and its parts for external water conveyance systems, see 23.040.03 
External water conveyance systems, see 93.025"
1566,1506,"91.140.65","Water heating equipment",1,
1567,1506,"91.140.70","Sanitary installations",1,"Including bidets, kitchen sinks, baths, waste chutes, etc."
1568,1506,"91.140.80","Drainage systems",1,"Sewage water disposal and treatment, see 13.060.30 
Drainage systems for rainwater, see 91.060.20 
External sewage systems, see 93.030"
1569,1506,"91.140.90","Lifts. Escalators",1,
1570,1506,"91.140.99","Other installations in buildings",1,
1572,1507,"91.160.01","Lighting in general",1,
1573,1507,"91.160.10","Interior lighting",1,"Including workplace lighting, emergency and safety lighting"
1574,1507,"91.160.20","Exterior building lighting",1,"Including flood lighting 
Street lighting and related equipment, see 93.080.40"
1579,38,"93.010","Civil engineering in general",1,"Construction drawings, see 01.100.30"
1580,38,"93.020","Earthworks. Excavations. Foundation construction. Underground works",1,"Including geotechnics 
Earth-moving machinery, see 53.100"
1581,38,"93.025","External water conveyance systems",1,"Including buried and above ground installations 
Pipelines and its parts for external water conveyance systems, see 23.040.03 
Internal water supply systems, see 91.140.60"
1582,38,"93.040","Bridge construction",1,
1583,38,"93.060","Tunnel construction",1,
1584,38,"93.080","Road engineering",1,
1585,38,"93.100","Construction of railways",1,"Including the construction of tramways, funicular railways, cableways, rail traffic control equipment and installations, etc. 
Equipment for railway/cableway construction and maintenance, see 45.120 
Rails and railway components, including track, see 45.080"
1586,38,"93.110","Construction of ropeways",1,"Ropeway equipment, see 45.100 
Equipment for ropeway construction and maintenance, see 45.120"
1587,38,"93.120","Construction of airports",1,"Including air transport control equipment and installations"
1588,38,"93.140","Construction of waterways, ports and dykes",1,"Including river embankments, water transport control equipment and installations, etc."
1589,38,"93.160","Hydraulic construction",1,"Hydraulic energy equipment, see 27.140"
1596,1584,"93.080.01","Road engineering in general",1,
1597,1584,"93.080.10","Road construction",1,"Including road maintenance equipment and road construction equipment"
1598,1584,"93.080.20","Road construction materials",1,"Including asphalts, road pavements, etc."
1599,1584,"93.080.30","Road equipment and installations",1,"Including road traffic warning and control systems, devices and installations (speed controls, traffic signal installations, vehicle loop detectors, pavement markers, manholes, etc.)"
1600,1584,"93.080.40","Street lighting and related equipment",1,
1601,1584,"93.080.99","Other standards related to road engineering",1,
1607,39,"95.020","Military in general",1,"Including defense procurement, defense standardization, etc. 
Military clothing, see 61.020"
1608,40,"97.020","Home economics in general",1,"Including consumer information 
Ventilators, air-conditioners, see 23.120 
Hand-held electric tools, see 25.140.20 
Washing, cleaning and removal services, see 03.080.30 
Household electronic appliances, see 33.160 
Clocks and watches, see 39.040 
Household sewing machines, see 61.080"
1609,40,"97.030","Domestic electrical appliances in general",1,"Including water-bed heaters and electric blankets"
1610,40,"97.040","Kitchen equipment",1,
1611,40,"97.060","Laundry appliances",1,"Including washing-machines, dry-cleaners, driers, ironing and pressing appliances, etc."
1612,40,"97.080","Cleaning appliances",1,"Including vacuum cleaners, floor-cleaning machines, floor polishers, steam cleaners, pressure cleaners, hand operated cleaners, etc."
1613,40,"97.100","Domestic, commercial and industrial heating appliances",1,"Including thermal storage room heating appliances 
Burners and boilers, see 27.060 
Central heating systems, see 91.140.10"
1614,40,"97.120","Automatic controls for household use",1,
1615,40,"97.130","Shop fittings",1,
1616,40,"97.140","Furniture",1,"Including upholstery, mattresses, office furniture, school furniture, etc."
1617,40,"97.145","Ladders",1,
1618,40,"97.150","Floor coverings",1,
1619,40,"97.160","Home textiles. Linen",1,"Including duvets, blankets, bedding 
Electric blankets, see 97.030"
1620,40,"97.170","Body care equipment",1,"Including hair-driers, razors, shavers, toothbrushes, massage appliances, radiation skin treatment appliances, etc."
1621,40,"97.180","Miscellaneous domestic and commercial equipment",1,"Including scissors, aquarium equipment, articles for domestic animals, battery chargers, mops, insect electrocutors, lighters, matches, paper clips, pens, pencils, etc."
1622,40,"97.190","Equipment for children",1,"Including child safety requirements for other household equipment 
Children's furniture, see 97.140 
Playgrounds, see 97.200.40 
Toys, see 97.200.50"
1623,40,"97.195","Items of art and handicrafts. Cultural property and heritage",1,"Including conservation of collections and equipment and materials for creating items of art and handicrafts"
1624,40,"97.200","Equipment for entertainment",1,"Audio and video systems, see 33.160 
Photography, see 37.040 
Cinematography, see 37.060"
1625,40,"97.220","Sports equipment and facilities",1,"Leisure and tourism services, see 03.200 
Motorcycles, see 43.140 
Cycles, see 43.150"
1629,1610,"97.040.01","Kitchen equipment in general",1,
1630,1610,"97.040.10","Kitchen furniture",1,"Kitchen sinks, see 91.140.70"
1631,1610,"97.040.20","Cooking ranges, working tables, ovens and similar appliances",1,"Including microwave ovens and stove hoods"
1632,1610,"97.040.30","Domestic refrigerating appliances",1,"Refrigerating technology, see 27.200 
Refrigerated display cabinets and cold rooms, see 97.130.20"
1633,1610,"97.040.40","Dishwashers",1,
1634,1610,"97.040.50","Small kitchen appliances",1,"Including food waste disposal units"
1635,1610,"97.040.60","Cookware, cutlery and flatware",1,"Including table cutlery and table ware"
1636,1610,"97.040.99","Other kitchen equipment",1,
1640,1613,"97.100.01","Heating appliances in general",1,
1641,1613,"97.100.10","Electric heaters",1,
1642,1613,"97.100.20","Gas heaters",1,
1643,1613,"97.100.30","Solid fuel heaters",1,
1644,1613,"97.100.40","Liquid fuel heaters",1,
1645,1613,"97.100.99","Heaters using other sources of energy",1,
1648,1615,"97.130.01","Shop fittings in general",1,
1649,1615,"97.130.10","Shelving",1,"Shelves for storage purposes, see 53.080"
1650,1615,"97.130.20","Commercial refrigerating appliances",1,"Including refrigerated display cabinets, cold rooms, etc."
1651,1615,"97.130.30","Trolleys for supermarket purposes",1,"Including baskets"
1652,1615,"97.130.99","Other shop fittings",1,
1662,1624,"97.200.01","Equipment for entertainment in general",1,
1663,1624,"97.200.10","Theatre, stage and studio equipment",1,"Including lighting equipment"
1664,1624,"97.200.20","Musical instruments",1,
1665,1624,"97.200.30","Camping equipment and camp-sites",1,"Caravans, see 43.100"
1666,1624,"97.200.40","Playgrounds",1,"Including amusement rides and devices"
1667,1624,"97.200.50","Toys",1,"Including safety of toys"
1668,1624,"97.200.99","Other equipment for entertainment",1,
1670,1625,"97.220.01","Sports equipment and facilities in general",1,
1671,1625,"97.220.10","Sports facilities",1,"Including swimming-pools, spas, solaria, sports fields, running-tracks, spectator facilities for sports, etc."
1672,1625,"97.220.20","Winter sports equipment",1,"Including ice hockey, snowboard, and ski equipment"
1673,1625,"97.220.30","Indoor sports equipment",1,"Including equipment for gymnastics, volleyball, basketball, handball, home sports trainers, etc."
1674,1625,"97.220.40","Outdoor and water sports equipment",1,"Including equipment for mountaineering, football, tennis, swimming, diving, etc. 
Personal flotation devices (life jackets), see 13.340.70 
Recreational diving services, see 03.200.99 
Small craft, see 47.080"
1675,1625,"97.220.99","Other sports equipment and facilities",1,
1676,39,"95.040","Military engineering",1,
1677,39,"95.060","Weapons",1,
1678,38,"93.030","External sewage systems",1,"Sewage water disposal and treatment, see 13.060.30 
Pipelines and its parts for external sewage systems, see 23.040.05 
Internal drainage systems, see 91.140.80"
1679,1504,"91.100.23","Ceramic tiles",1,
1680,1502,"91.080.13","Steel structures",1,
1681,1502,"91.080.17","Aluminium structures",1,
1682,1476,"85.080.01","Paper products in general",1,
1683,1476,"85.080.10","Office paper",1,
1684,1476,"85.080.20","Tissue paper",1,
1685,1476,"85.080.30","Cardboard",1,"Including corrugated fibreboard 
Paper for packaging, see 55.040"
1686,1476,"85.080.99","Other paper products",1,
1687,1310,"75.160.40","Biofuels ",1,
1688,23,"55.020","Packaging and distribution of goods in general",1,
1689,23,"55.040","Packaging materials and accessories",1,"Including wrappers, paper, films, foils, cords, sealing devices, cushioning, etc. 
Adhesive tapes for general purposes, see 83.180"
1690,23,"55.060","Spools. Bobbins",1,"Including holders, supports, etc. for externally wound or mounted material 
Photographic and cinematographic film rolls, cores, spools, reels, etc., see 37.040.20 
Photographic and cinematographic film rolls, cores, spools, reels, etc., see 37.060.20 
Cones, tubes, beams, etc. for textile materials, see 59.120.20"
1691,23,"55.080","Sacks. Bags",1,"Including sachets, envelopes"
1692,23,"55.100","Bottles. Pots. Jars",1,"Small containers for liquids and their closures 
Containers for pharmaceutical preparations, see 11.120.99 
Containers for transfusion use, see 11.040.20"
1693,23,"55.120","Cans. Tins. Tubes",1,"Light gauge metal and plastics containers"
1694,23,"55.140","Barrels. Drums. Canisters",1,"Containers mainly for transportation of fluids, including also casks, pails, large tin cans for shipping materials, etc. 
Fluid storage devices, see 23.020"
1695,23,"55.160","Cases. Boxes. Crates",1,"Containers for solid goods or objects and bulk materials"
1696,23,"55.180","Freight distribution of goods",1,
1697,23,"55.200","Packaging machinery",1,"Including labelling, marking, branding, filling, sealing machines, etc."
1698,23,"55.220","Storing. Warehousing",1,"Storage equipment, see 53.080"
1699,23,"55.230","Distribution and vending machines",1,"Including distribution of tickets, food, beverages, tobacco products, etc."
1700,23,"55.130","Aerosol containers",1,
1701,1696,"55.180.10","General purpose containers",1,
1702,1696,"55.180.20","General purpose pallets",1,
1703,1696,"55.180.30","Air mode containers, pallets and nets",1,
1704,1696,"55.180.40","Complete, filled transport packages",1,"Including reusable packages and unit loads"
1705,1696,"55.180.99","Other standards related to freight distribution of goods",1,"Including intermediate bulk containers"
1706,1696,"55.180.01","Freight distribution of goods in general",1,
1707,899,"43.040.80","Crash protection and restraint systems",1,"Including airbags, safety belts, traffic accident issues and safety enhancement matters"
1708,899,"43.040.65","Glazing and wiper systems",1,"Including cleaning, defrosting and demisting devices, mirrors, etc."
1709,15,"35.030","IT Security",1,"Including encryption"
1710,15,"35.210","Cloud computing",1,
1711,821,"35.240.95","Internet applications",1,
1712,821,"35.240.90","IT applications in education",1,"Including e-learning"
1713,821,"35.240.63","IT applications in trade",1,"Including EDIFACT and e-commerce"
1714,821,"35.240.67","IT applications in building and construction industry",1,"Including building information modelling, Home and Building Electronic Systems (HBES)"
1715,821,"35.240.68","IT applications in agriculture",1,
1716,821,"35.240.69","IT applications in postal services",1,
1717,811,"35.040.01","Information coding in general",1,
1718,811,"35.040.10","Coding of character sets",1,
1719,811,"35.040.30","Coding of graphical and photographical information",1,
1720,811,"35.040.40","Coding of audio, video, multimedia and hypermedia information",1,
1721,811,"35.040.50","Automatic identification and data capture techniques",1,"Including RFID, OCR, bar coding, etc."
1722,811,"35.040.99","Other standards related to information coding",1,
1723,740,"33.040.60","Powerline telecommunications",1,"Power transmission and distribution, see 29.240.01"
1724,14,"33.070","Mobile services",1,
1725,1724,"33.070.01","Mobile services in general",1,
1726,1724,"33.070.10","Terrestrial Trunked Radio (TETRA)",1,
1727,1724,"33.070.20","Paging systems",1,"Including European Radio Message System (ERMES)"
1728,1724,"33.070.30","Digital Enhanced Cordless Telecommunications (DECT)",1,
1729,1724,"33.070.50","Global System for Mobile Communication (GSM)",1,
1730,1724,"33.070.40","Satellite",1,"Including Global Positioning System (GPS)"
1731,1724,"33.070.99","Other mobile services",1,
1732,12,"29.130","Switchgear and controlgear",1,
1733,1732,"29.130.01","Switchgear and controlgear in general",1,
1734,1732,"29.130.10","High voltage switchgear and controlgear",1,"Including enclosed switchgear and controlgear"
1735,1732,"29.130.99","Other switchgear and controlgear",1,
1736,1732,"29.130.20","Low voltage switchgear and controlgear",1,"Including switchgear and controlgear assemblies"
1737,11,"27.015","Energy efficiency. Energy conservation in general",1,"Including energy audits 
Energy management systems, see 03.100.70 
Energy efficiency of buildings, see 91.120.10"
1738,11,"27.190","Biological sources and alternative sources of energy",1,
1739,11,"27.075","Hydrogen technologies",1,"Industrial application of gases, see 71.100.20"
1740,10,"25.030","Additive manufacturing",1,
1741,434,"23.040.03","Pipelines and its parts for external water conveyance systems",1,
1742,434,"23.040.05","Pipelines and its parts for external sewage systems",1,
1743,434,"23.040.07","Pipelines and its parts for district heat",1,
1744,433,"23.020.35","Gas cylinders",1,
1745,321,"17.040.40","Geometrical Product Specification (GPS)",1,
1746,248,"13.340.60","Protection against falling and slipping",1,"Including safety ropes, harnesses and fall arrestors 
Mountaineering equipment, see 97.220.40"
1747,248,"13.340.70","Lifejackets, buoyancy aids and flotation devices",1,
1748,232,"13.080.05","Examination of soils in general",1,"Including sampling"
1749,231,"13.060.50","Examination of water for chemical substances",1,
1750,230,"13.040.35","Cleanrooms and associated controlled environments",1,
1751,228,"13.020.55","Biobased products",1,
1752,192,"11.180.10","Aids and adaptation for moving",1,"Including wheelchairs, walking sticks and lifting platforms"
1753,192,"11.180.15","Aids for deaf and hearing impaired people",1,
1754,192,"11.180.20","Aids for incontinence and ostomy",1,
1755,192,"11.180.99","Other standards related to aids for disabled and handicapped people",1,
1756,192,"11.180.40","Aids for drinking and eating",1,
1757,192,"11.180.30","Aids for blind or partially sighted people",1,"Including Braille 
Glasses, contact lenses and their cleaning products, see 11.040.70"
1758,192,"11.180.01","Aids for disabled and handicapped persons in general",1,
1759,184,"11.020.01","Quality and environmental management in health care",1,"Including quality and environmental management in health care technology 
Health care management systems, see 03.100.70 
IT applications in health care technology, see 35.240.80"
1760,184,"11.020.10","Health care services in general",1,"Including care homes, dementia care, assisted living, aesthetic surgery, chiropractic services, etc."
1761,184,"11.020.20","Medical science",1,"Including regenerative medicine, cell therapy, stratified medicine"
1762,184,"11.020.99","Other standards related to health care in general",1,
1763,185,"11.040.25","Syringes, needles and catheters",1,
1764,186,"11.060.15","Dental implants",1,"Including dentures"
1765,186,"11.060.25","Dental instruments",1,
1768,188,"11.100.01","Laboratory medicine in general",1,
1769,188,"11.100.10","In vitro diagnostic test systems",1,
