"id","code","name","name_cn","parent_id","enabled","dest"
1,"01","Generalities. Terminology. Standardization. Documentation","综合 术语学 标准化","",1,
2,"03","Services. Company organization, management and quality. Administration. Transport. Sociology","社会学 服务 公司","",1,
3,"07","Natural and applied sciences","数学、自然科学","",1,
4,"11","Health care technology","医药卫生技术","",1,
5,"13","Environment. Health protection. Safety","环保、保健与安全","",1,
6,"17","Metrology and measurement. Physical phenomena","计量学和测量、物理","",1,
7,"19","Testing","试验","",1,
8,"21","Mechanical systems and components for general use","机械系统和通用件","",1,
9,"23","Fluid systems and components for general use","流体系统和通用件","",1,
10,"25","Manufacturing engineering","机械制造","",1,
11,"27","Energy and heat transfer engineering","能源和热传导工程","",1,
12,"29","Electrical engineering","电气工程","",1,
13,"31","Electronics","电子学","",1,
14,"33","Telecommunications. Audio and video engineering","电信、音频和视频技术","",1,
15,"35","Information technology","信息技术、办公机械","",1,
16,"37","Image technology","成像技术","",1,
17,"39","Precision mechanics. Jewellery","精密机械、珠宝","",1,
18,"43","Road vehicles engineering","道路车辆工程","",1,
19,"45","Railway engineering","铁路工程","",1,
20,"47","Shipbuilding and marine structures","造船和海上建筑物","",1,
21,"49","Aircraft and space vehicle engineering","航空器和航天器工程","",1,
22,"53","Materials handling equipment","材料储运设备","",1,
23,"55","Packaging and distribution of goods","货物的包装和调运","",1,
24,"59","Textile and leather technology","纺织和皮革技术","",1,
25,"61","Clothing industry","服装工业","",1,
26,"65","Agriculture","农业","",1,
27,"67","Food technology","食品技术","",1,
28,"71","Chemical technology","化工技术","",1,
29,"73","Mining and minerals","采矿和矿产品","",1,
30,"75","Petroleum and related technologies","石油及相关技术","",1,
31,"77","Metallurgy","冶金","",1,
32,"79","Wood technology","木材技术","",1,
33,"81","Glass and ceramics industries","玻璃和陶瓷工业","",1,
34,"83","Rubber and plastic industries","橡胶和塑料工业","",1,
35,"85","Paper technology","造纸技术","",1,
36,"87","Paint and colour industries","涂料和颜料工业","",1,
37,"91","Construction materials and building","建筑材料和建筑物","",1,
38,"93","Civil engineering","土木工程","",1,
39,"95","Military affairs. Military engineering. Weapons","军事工程","",1,
40,"97","Domestic and commercial equipment. Entertainment. Sports","家用和商用设备、文娱","",1,
41,"01.020","Terminology (principles and coordination)","术语学(原则和协调配合)",1,1,"Including terminography"
42,"01.040","Vocabularies","词汇",1,1,
43,"01.060","Quantities and units","量和单位",1,1,
44,"01.070","Colour coding","颜色编码",1,1,"Safety colours in the context of graphical symbols, see 01.080.10"
45,"01.075","Character symbols","字符符号",1,1,
46,"01.080","Graphical symbols","图形符号",1,1,
47,"01.100","Technical drawings","技术制图",1,1,"Graphical symbols for use on technical drawings, see 01.080.30 
Computer-aided design, see 35.240.10"
48,"01.110","Technical product documentation","技术产品文件",1,1,"Including rules for preparation of user guides, manuals, product specifications, etc."
49,"01.120","Standardization. General rules","标准化总则",1,1,"Including rules for the preparation of standards catalogues and management of technical documents"
50,"01.140","Information sciences. Publishing","信息学、出版",1,1,"Information technology applications in information, documentation and publishing, see 35.240.30"
53,"01.040.01","Generalities. Terminology. Standardization. Documentation (Vocabularies)","综合、术语学、标准化、文献 (词汇)",42,1,
54,"01.040.03","Services. Company organization, management and quality. Administration. Transport. Sociology. (Vocabularies)","社会学、服务、公司(企业)的组织与管理、行政、运输 (词汇)",42,1,
55,"01.040.07","Natural and applied sciences (Vocabularies)","数学、自然科学 (词汇)",42,1,
56,"01.040.11","Health care technology (Vocabularies)","医药卫生技术 (词汇)",42,1,
57,"01.040.13","Environment. Health protection. Safety (Vocabularies)","环保、保健与安全 (词汇)",42,1,
58,"01.040.17","Metrology and measurement. Physical phenomena (Vocabularies)","计量学和测量、物理现象 (词汇)",42,1,
59,"01.040.19","Testing (Vocabularies)","试验(词汇)",42,1,
60,"01.040.21","Mechanical systems and components for general use (Vocabularies)","机械系统和通用件 (词汇)",42,1,
61,"01.040.23","Fluid systems and components for general use (Vocabularies)","流体系统和通用件 (词汇)",42,1,
62,"01.040.25","Manufacturing engineering (Vocabularies)","机械制造 (词汇)",42,1,
63,"01.040.27","Energy and heat transfer engineering (Vocabularies)","能源和热传导工程 (词汇)",42,1,
64,"01.040.29","Electrical engineering (Vocabularies)","电气工程 (词汇)",42,1,
65,"01.040.31","Electronics (Vocabularies)","电子学 (词汇)",42,1,
66,"01.040.33","Telecommunications. Audio and video engineering (Vocabularies)","电信、音频和视频技术 (词汇)",42,1,
67,"01.040.35","Information technology (Vocabularies)","信息技术、办公机械设备 (词汇)",42,1,
68,"01.040.37","Image technology (Vocabularies)","成像技术 (词汇)",42,1,
69,"01.040.39","Precision mechanics. Jewellery (Vocabularies)","精密机械、珠宝 (词汇)",42,1,
70,"01.040.43","Road vehicle engineering (Vocabularies)","道路车辆工程 (词汇)",42,1,
71,"01.040.45","Railway engineering (Vocabularies)","铁路工程 (词汇)",42,1,
72,"01.040.47","Shipbuilding and marine structures (Vocabularies)","造船和海上建筑物 (词汇)",42,1,
73,"01.040.49","Aircraft and space vehicle engineering (Vocabularies)","航空器和航天器技术 (词汇)",42,1,
74,"01.040.53","Materials handling equipment (Vocabularies)","材料储运设备 (词汇)",42,1,
75,"01.040.55","Packaging and distribution of goods (Vocabularies)","货物的包装和调运 (词汇)",42,1,
76,"01.040.59","Textile and leather technology (Vocabularies)","纺织和皮革技术 (词汇)",42,1,
77,"01.040.61","Clothing industry (Vocabularies)","服装工业 (词汇)",42,1,
78,"01.040.65","Agriculture (Vocabularies)","农业 (词汇)",42,1,
79,"01.040.67","Food technology (Vocabularies)","食品技术 (词汇)",42,1,
80,"01.040.71","Chemical technology (Vocabularies)","化工技术 (词汇)",42,1,
81,"01.040.73","Mining and minerals (Vocabularies)","采矿和矿产品 (词汇)",42,1,
82,"01.040.75","Petroleum and related technologies (Vocabularies)","石油及有关技术 (词汇)",42,1,
83,"01.040.77","Metallurgy (Vocabularies)","冶金 (词汇)",42,1,
84,"01.040.79","Wood technology (Vocabularies)","木材加工(词汇)",42,1,
85,"01.040.81","Glass and ceramics industries (Vocabularies)","玻璃和陶瓷工业 (词汇)",42,1,
86,"01.040.83","Rubber and plastics industries (Vocabularies)","橡胶和塑料工业 (词汇)",42,1,
87,"01.040.85","Paper technology (Vocabularies)","造纸技术 (词汇)",42,1,
88,"01.040.87","Paint and colour industries (Vocabularies)","涂料和颜料工业 (词汇)",42,1,
89,"01.040.91","Construction materials and building (Vocabularies)","建筑材料和建筑物 (词汇)",42,1,
90,"01.040.93","Civil engineering (Vocabularies)","土木工程 (词汇)",42,1,
91,"01.040.95","Military Affairs. Military engineering. Weapons (Vocabularies)","军事工程 (词汇)",42,1,
92,"01.040.97","Domestic and commercial equipment. Entertainment. Sports (Vocabularies)","家用和商用设备、体育、文娱 (词汇)",42,1,
97,"01.080.01","Graphical symbols in general","图形符号综合",46,1,
98,"01.080.10","Public information symbols. Signs. Plates. Labels ","公共信息符号",46,1,"Including safety signs, safety colours, etc."
99,"01.080.20","Graphical symbols for use on specific equipment","专用设备用图形符号",46,1,
100,"01.080.30","Graphical symbols for use on mechanical engineering and construction drawings, diagrams, plans, maps and in relevant technical product documentation","机械工程和建筑制图、图表、设计图、地图和相关的技术产品文件用图形符号",46,1,
101,"01.080.40","Graphical symbols for use on electrical and electronics engineering drawings, diagrams, charts and in relevant technical product documentation","电气工程和电子工程制图、示意图、图表和相关技术产品文件用图形符号",46,1,
102,"01.080.50","Graphical symbols for use on information technology and telecommunications technical drawings and in relevant technical product documentation","信息技术和电信技术制图与相关技术产品文件用图形符号",46,1,
103,"01.080.99","Other graphical symbols","其他图形符号",46,1,
105,"01.100.01","Technical drawings in general","技术制图综合",47,1,
106,"01.100.20","Mechanical engineering drawings","机械工程制图",47,1,
107,"01.100.25","Electrical and electronics engineering drawings","电气和电子工程制图",47,1,"Including electrical tables, diagrams and charts"
108,"01.100.27","Technical drawings for telecommunications and information technology fields","信息技术和电信领域用技术制图",47,1,
109,"01.100.30","Construction drawings","工程建设制图",47,1,"Including civil engineering drawings"
110,"01.100.40","Drawing equipment","制图设备",47,1,
111,"01.100.99","Other standards related to technical drawings","其他制图标准",47,1,
115,"01.140.10","Writing and transliteration","文字字体与文字转写",50,1,"Coded character sets for bibliographic information interchange, see 35.040.10"
116,"01.140.20","Information sciences","信息学",50,1,"Including documentation, librarianship and archive systems"
117,"01.140.30","Documents in administration, commerce and industry","行政管理、商业和工业文件",50,1,"Technical product documentation, see 01.110 
Banking documents, see 03.060 
Electronic data interchange (EDI), see 35.240.60"
118,"01.140.40","Publishing","出版",50,1,"Electronic publishing, see 35.240.30"
119,"03.020","Sociology. Demography","社会学、人口统计学",2,1,
120,"03.040","Labour. Employment","劳动、就业",2,1,"Working environment, see 13.180 
Working environment, see 13.040.30"
121,"03.060","Finances. Banking. Monetary systems. Insurance","金融、银行、货币体系、保险",2,1,"Including personal financial planning 
Information technology applications in banking, see 35.240.40"
122,"03.080","Services","服务",2,1,"Transport, see 03.220 
Postal services, see 03.240"
123,"03.100","Company organization and management. Management systems","公司(企业)的组织与管理",2,1,
124,"03.120","Quality","质量",2,1,
125,"03.140","Patents. Intellectual property","专利、知识产权",2,1,
126,"03.160","Law. Administration","法律、行政管理",2,1,"Including flags and associated symbols (emblems) of political and administrative entities, military flags, flags of organizations, etc."
127,"03.180","Education","教育",2,1,"E-learning, see 35.240.99"
128,"03.200","Leisure. Tourism","娱乐、旅游",2,1,"Camping equipment, see 97.200.30"
129,"03.220","Transport","运输",2,1,"Transport of dangerous goods, see 13.300"
130,"03.240","Postal services","邮政服务",2,1,"Including postal equipment, post-boxes and letter-boxes, etc."
135,"03.080.01","Services in general","服务综合",122,1,
136,"03.080.10","Maintenance services. Facilities management","工业服务",122,1,"Including cleaning and pest control 
Sterilization and desinfection in health care, see 11.080"
137,"03.080.20","Services for companies","公司(企业)的服务",122,1,"Including publicity, advertising, professional services, recruitment services, management consultancy, outsourcing, etc. 
Outsourcing as part of a company organization, see 03.100.01 
Staff training and staff certification, see 03.100.30"
138,"03.080.30","Services for consumers","消费者服务",122,1,"Including hotels, restaurants, washing, cleaning, removals, funerals, real estate, vehicle repair and servicing, furniture removals, services for elderly, sheltered housing services for elderly, sheltered housing, etc. 
Services for dementia care, assisted living, see 11.020.10 
Transport services and costs, see 03.220 
Consumer information, see 97.020"
139,"03.080.99","Other services","其他服务",122,1,
141,"03.100.01","Company organization and management in general","公司(企业)的组织与管理综合",123,1,"Including legal aspects and risk management, societal security, outsourcing 
Security and protection against crime, see 13.310 
Management systems, see 03.100.70 
Outsourcing as a business to business service, see 03.080.20"
142,"03.100.10","Purchasing. Procurement. Logistics","订购、收购、仓库管理",123,1,"Including asset management, supply chain, etc."
143,"03.100.20","Trade. Commercial function. Marketing","贸易、商业活动、市场营销",123,1,"E-commerce, see 35.240.60"
144,"03.100.30","Management of human resources","劳动资源管理",123,1,"Including staff training, staff responsibilities, staff qualifications and certification 
Welders' qualifications, see 25.160.01"
145,"03.100.40","Research and development","研究与开发",123,1,"Including project management, value analysis, etc."
146,"03.100.50","Production. Production management","生产、生产管理",123,1,
147,"03.100.60","Accountancy","会计",123,1,
148,"03.100.99","Other standards related to company organization and management","有关公司(企业)组织管理的其他标准",123,1,
150,"03.120.01","Quality in general","质量综合",124,1,"Including general aspects related to reliability and maintainability"
151,"03.120.10","Quality management and quality assurance","质量管理和质量保证",124,1,"Quality management systems, see 03.100.70"
152,"03.120.20","Product and company certification. Conformity assessment","产品认证和机构认证、合格评定",124,1,"Including laboratory accreditation and audit programmes and auditing"
153,"03.120.30","Application of statistical methods","统计方法的应用",124,1,
154,"03.120.99","Other standards related to quality","有关质量的其他标准",124,1,
160,"03.220.01","Transport in general","运输综合",129,1,
161,"03.220.20","Road transport","道路运输",129,1,"Including road transport services 
Road traffic management system, see 03.100.70 
Road traffic control equipment and installations, see 93.080.30"
162,"03.220.30","Transport by rail","铁路运输",129,1,"Including rail transport services 
Rail traffic control equipment and installations, see 93.100"
163,"03.220.40","Transport by water","水路运输",129,1,"Including water transport services 
Water transport control equipment and installations, see 93.140"
164,"03.220.50","Air transport","航空运输",129,1,"Including air transport services 
Air transport control equipment and installations, see 93.120"
165,"03.220.99","Other forms of transport","其他运输形式",129,1,
167,"07.020","Mathematics","数学",3,1,"Application of statistical methods in quality assurance, see 03.120.30"
168,"07.030","Physics. Chemistry","物理学、化学",3,1,"Applied physics, see 17 
Chemical technology, see 71"
169,"07.040","Astronomy. Geodesy. Geography","天文学、大地测量学、地理学",3,1,
170,"07.060","Geology. Meteorology. Hydrology","地质学、气象学、水文学",3,1,
171,"07.080","Biology. Botany. Zoology","生物学、植物学、动物学",3,1,
172,"07.100","Microbiology","微生物学",3,1,
179,"07.100.01","Microbiology in general","微生物学综合",172,1,
180,"07.100.10","Medical microbiology","医学微生物学",172,1,"Laboratory medicine, see 11.100"
181,"07.100.20","Microbiology of water","水微生物学",172,1,"Examination of biological properties of water, see 13.060.70"
182,"07.100.30","Food microbiology","食品微生物学",172,1,"Including microbiology of animal feeding stuffs 
Animal feeding stuffs, see 65.120 
General methods of tests and analysis for food products, see 67.050"
183,"07.100.99","Other standards related to microbiology","有关微生物学的其他标准",172,1,
184,"11.020","Medical sciences and health care facilities in general","医学科学和保健装置综合",4,1,"Forensic science, see 07.140"
185,"11.040","Medical equipment","医疗设备",4,1,
186,"11.060","Dentistry","牙科",4,1,
187,"11.080","Sterilization and disinfection","消毒和灭菌",4,1,
188,"11.100","Laboratory medicine","实验室医学",4,1,
189,"11.120","Pharmaceutics","制药学",4,1,
190,"11.140","Hospital equipment","医院设备",4,1,"Including hospital beds, surgical tables, medical garments, medical gloves, containers for sharp disposal, etc."
191,"11.160","First aid","急救",4,1,"Including kits, equipment, facilities and medical transport for first aid"
192,"11.180","Aids for disabled or handicapped persons","残疾人用设备",4,1,"Including aids for elderly people"
193,"11.200","Birth control. Mechanical contraceptives","人口控制、避孕器具",4,1,
194,"11.220","Veterinary medicine","兽医学",4,1,"Including equipment specific to veterinary medicine"
197,"11.040.01","Medical equipment in general","医疗设备综合",185,1,
198,"11.040.10","Anaesthetic, respiratory and reanimation equipment","麻醉、呼吸和复苏设备",185,1,"Including medical gas installations"
199,"11.040.20","Transfusion, infusion and injection equipment","输血、输液和注射设备",185,1,"Including blood packs and containers for transfusion 
Syringes, needles and catheters, see 11.040.25"
200,"11.040.30","Surgical instruments and materials","外科器械和材料",185,1,"Including surgical dressings, sutures, etc."
201,"11.040.40","Implants for surgery, prosthetics and orthotics","外科植入物、假体和矫形",185,1,"Including pacemakers 
Ophthalmic implants, see 11.040.70"
202,"11.040.50","Radiographic equipment","射线照相设备",185,1,"Including radiographic diagnostic and therapy equipment 
In vitro diagnostic systems, see 11.100.10 
Dental, medical and industrial radiographic films, see 37.040.25"
203,"11.040.55","Diagnostic equipment","诊断设备",185,1,"Including medical monitoring equipment, medical thermometers and related materials"
204,"11.040.60","Therapy equipment","治疗设备",185,1,
205,"11.040.70","Ophthalmic equipment","眼科设备",185,1,"Including ophthalmic implants, glasses, contact lenses and their cleaning products"
206,"11.040.99","Other medical equipment","其他医疗设备",185,1,
208,"11.060.01","Dentistry in general","牙科综合",186,1,
209,"11.060.10","Dental materials","牙科材料",186,1,
210,"11.060.20","Dental equipment","牙科设备",186,1,"Dental radiographic films, see 37.040.25 
Toothbrushes and dental floss, see 97.170"
212,"11.080.01","Sterilization and disinfection in general","消毒和灭菌综合",187,1,"Including sterilization methods, air quality of surgery rooms, etc."
213,"11.080.10","Sterilizing equipment","消毒设备",187,1,
214,"11.080.20","Disinfectants and antiseptics","消毒剂和防腐剂",187,1,"Including indicators 
Chemicals for industrial and domestic disinfection purposes, see 71.100.35"
215,"11.080.30","Sterilized packaging","封装消毒",187,1,
216,"11.080.99","Other standards related to sterilization and disinfection","有关消毒和灭菌的其他",187,1,
219,"11.120.01","Pharmaceutics in general","制药学综合",189,1,
220,"11.120.10","Medicaments","药物",189,1,"Including medical prescriptions and medicinal herbs"
221,"11.120.20","Wound dressings and compresses","医用材料",189,1,
222,"11.120.99","Other standards related to pharmaceutics","有关制药学的其他标准",189,1,"Including equipment for pharmaceutical industry"
228,"13.020","Environmental protection","环境保护",5,1,"Energy efficiency, see 27.015"
229,"13.030","Wastes","废物",5,1,
230,"13.040","Air quality","空气质量",5,1,
231,"13.060","Water quality","水质",5,1,"Including toxicity, biodegradability, protection against pollution, related installations and equipment"
232,"13.080","Soil quality. Pedology","土质、土壤学",5,1,"Soil properties related to geotechnics, see 93.020"
233,"13.100","Occupational safety. Industrial hygiene","职业安全、工业卫生",5,1,"Protective clothing and equipment, see 13.340 
Workplace lighting, see 91.160.10"
234,"13.110","Safety of machinery","机械安全",5,1,
235,"13.120","Domestic safety","家用品安全",5,1,"Child safety, see 97.190 
Safety of toys, see 97.200.50"
236,"13.140","Noise with respect to human beings","噪声(与人有关的)",5,1,"Including audiometry 
Hearing protectors, see 13.340.20 
Acoustics and acoustic measurements, see 17.140"
237,"13.160","Vibration and shock with respect to human beings","振动和冲击(与人有关的)",5,1,"Vibrations, shock and vibration measurements, see 17.160"
238,"13.180","Ergonomics","人类工效学",5,1,
239,"13.200","Accident and disaster control","事故和灾害控制",5,1,"Including emergency evacuations and emergency control systems 
Seismic and vibration protection of buildings, see 91.120.25"
240,"13.220","Protection against fire","消防",5,1,
241,"13.230","Explosion protection","防爆",5,1,"Electrical apparatus for explosive atmospheres, see 29.260.20 
Explosives and pyrotechnics, see 71.100.30"
242,"13.240","Protection against excessive pressure","超压防护",5,1,"Including safety valves, bursting disc devices, etc."
243,"13.260","Protection against electric shock. Live working","电击防护",5,1,"Including tools for working with voltages"
244,"13.280","Radiation protection","辐射防护",5,1,"Including protection against radio-frequency radiation 
Radiation measurements, see 17.240"
245,"13.300","Protection against dangerous goods","危险品防护",5,1,"Including performance requirements for dangerous goods, their handling, storage, transportation, marking, labelling, etc. 
Nuclear fissile materials, see 27.120.30 
Explosives, see 71.100.30"
246,"13.310","Protection against crime","犯罪行为防范",5,1,"Including security services, security procedures, burglar alarm devices, burglary resisting materials and equipment, bullet resisting materials and equipment, anti-theft devices for vehicles, safes, strong rooms, etc."
247,"13.320","Alarm and warning systems","预警和报警系统",5,1,"Burglar alarm and warning systems, see 13.310 
Warning devices for road vehicles, see 43.040.20"
248,"13.340","Protective equipment","防护设备",5,1,"Occupational safety, see 13.100"
250,"13.020.01","Environment and environmental protection in general","环境和环境保护综合",228,1,
251,"13.020.10","Environmental management","环境管理",228,1,"Including certification and audit 
Environmental management systems (EMS), see 03.100.70"
252,"13.020.20","Environmental economics. Sustainability","环境经济",228,1,"Including responsible sourcing, procurement, sustainable development, sustainable events management, sustainable communities, smart urban infrastructure, biodiversity"
253,"13.020.30","Environmental impact assessment","环境影响评定",228,1,"Including environmental risk management"
254,"13.020.40","Pollution, pollution control and conservation","污染、污染控制和保护",228,1,"Including ecotoxicology and greenhouse gas emissions"
255,"13.020.50","Ecolabelling","环境分类",228,1,
256,"13.020.60","Product life-cycles","产品寿命周期",228,1,"Including environmental footprint, carbon neutrality"
257,"13.020.70","Environmental projects","环境规划",228,1,
258,"13.020.99","Other standards related to environmental protection","有关环境的其他标准",228,1,
260,"13.030.01","Wastes in general","废物综合",229,1,
261,"13.030.10","Solid wastes","固态废物",229,1,
262,"13.030.20","Liquid wastes. Sludge","液态废物、污水",229,1,"Sewage water disposal and treatment, see 13.060.30"
263,"13.030.30","Special wastes","特殊废物",229,1,"Including radioactive wastes, hospital wastes, carcasses, electrical, electronic equipment and other hazardous wastes"
264,"13.030.40","Installations and equipment for waste disposal and treatment","废物处置和处理设备与装置",229,1,"Including street cleaning equipment, waste containers, incineration and compaction equipment, equipment for dumping of refuse, landfill sites, etc. 
Waste collection vehicles, see 43.160 
Waste chutes, see 91.140.70 
Food waste disposal units, see 97.040.50"
265,"13.030.50","Recycling","回收",229,1,"Including relevant equipment 
Motor vehicle recycling, see 43.020"
266,"13.030.99","Other standards related to wastes","有关废物的其他标准",229,1,"Including waste prevention"
268,"13.040.01","Air quality in general","空气质量综合",230,1,
269,"13.040.20","Ambient atmospheres","环境空气",230,1,"Including indoor air"
270,"13.040.30","Workplace atmospheres","工作场所空气",230,1,"Air quality of surgery rooms, see 11.080.01"
271,"13.040.40","Stationary source emissions","固定源排放限值",230,1,
272,"13.040.50","Transport exhaust emissions","移动源排放限值",230,1,
273,"13.040.99","Other standards related to air quality","有关空气质量的其他标准",230,1,
275,"13.060.01","Water quality in general","水质综合",231,1,
276,"13.060.10","Water of natural resources","天然水资源",231,1,
277,"13.060.20","Drinking water","饮用水",231,1,"Mineral water, see 67.160.20 
Chemicals for purification of water, see 71.100.80 
Drinking water supply systems, see 91.140.60"
278,"13.060.25","Water for industrial use","工业用水",231,1,"Including water for commercial use: for swimming pools, fish breeding, etc."
279,"13.060.30","Sewage water","污水",231,1,"Including sewage water disposal and treatment 
Liquid wastes, see 13.030.20 
Drainage systems, see 91.140.80 
Sewage systems, see 93.030"
280,"13.060.45","Examination of water in general","水检验综合",231,1,"Including sampling"
281,"13.060.60","Examination of physical properties of water","水的物理性质检验",231,1,
282,"13.060.70","Examination of biological properties of water","水的生物性质检验",231,1,"Microbiology of water, see 07.100.20"
283,"13.060.99","Other standards related to water quality","有关水质的其他标准",231,1,
285,"13.080.01","Soil quality and pedology in general","土质和土壤学综合",232,1,"Including pollution, erosion, degradation, etc."
286,"13.080.10","Chemical characteristics of soils","土壤的化学特性",232,1,
287,"13.080.20","Physical properties of soils","土壤的物理性质",232,1,
288,"13.080.30","Biological properties of soils","土壤的生物性质",232,1,
289,"13.080.40","Hydrological properties of soils","土壤的水文性质",232,1,
290,"13.080.99","Other standards related to soil quality","有关土质的其他标准",232,1,"Including agricultural aspects related to soils and re-use of soil materials"
299,"13.220.01","Protection against fire in general","消防综合",240,1,"Including fire safety"
300,"13.220.10","Fire-fighting","灭火",240,1,"Including equipment and vehicles 
Flameproof clothing, see 13.340.10"
301,"13.220.20","Fire protection","防火",240,1,"Including equipment"
302,"13.220.40","Ignitability and burning behaviour of materials and products","材料和制品的阻燃性和燃烧性能",240,1,
303,"13.220.50","Fire-resistance of building materials and elements","建筑材料和构件的阻燃性",240,1,
304,"13.220.99","Other standards related to protection against fire","有关消防的其他标准",240,1,
313,"13.340.01","Protective equipment in general","防护设备综合",248,1,
314,"13.340.10","Protective clothing","防护服装",248,1,"Including flameproof clothing"
315,"13.340.20","Head protective equipment","头部防护设备",248,1,"Including helmets, eye-protectors, hearing protectors, ear muffs, teeth protectors and hoods."
316,"13.340.30","Respiratory protective devices","呼吸保护装置",248,1,
317,"13.340.40","Hand and arm protection","防护手套",248,1,"Including protective gloves, sleeves and mits 
Medical gloves, see 11.140"
318,"13.340.50","Leg and foot protection","防护鞋袜",248,1,"Including safety boots and shoes"
319,"13.340.99","Other protective equipment","其他防护设备",248,1,
320,"17.020","Metrology and measurement in general","计量学和测量综合",6,1,"Including measuring instruments in general, preferred numbers, standard measures, general aspects of reference materials, etc. 
Quantities and units, see 01.060 
Chemical reference materials, see 71.040.30"
321,"17.040","Linear and angular measurements","长度和角度测量",6,1,
322,"17.060","Measurement of volume, mass, density, viscosity","体积、质量、密度和粘度的测量",6,1,"Including measuring instruments 
Volumetric measurements of petroleum products and natural gas, see 75.180.30"
323,"17.080","Measurement of time, velocity, acceleration, angular velocity","时间、速度、加速度、角速度的测量",6,1,"Including measuring instruments 
Time-measuring instruments, see 39.040"
324,"17.100","Measurement of force, weight and pressure","力、重力和压力的测量",6,1,"Including measuring and weighing instruments"
325,"17.120","Measurement of fluid flow","流体流量的测量",6,1,"Including measuring instruments and installations"
326,"17.140","Acoustics and acoustic measurements","声学和声学测量",6,1,"Including measuring instruments and testing equipment 
Noise with respect to human beings, see 13.140 
Acoustics in building, see 91.120.20"
327,"17.160","Vibrations, shock and vibration measurements","振动、冲击和振动测量",6,1,"Including measuring instruments and installations 
Vibration and shock with respect to human beings, see 13.160 
Balancing and balancing machines, see 21.120.40 
Vibration protection of buildings, see 91.120.25"
328,"17.180","Optics and optical measurements","光学和光学测量",6,1,
329,"17.200","Thermodynamics and temperature measurements","热力学和温度测量",6,1,
330,"17.220","Electricity. Magnetism. Electrical and magnetic measurements","电学、磁学、电和磁的测量",6,1,
331,"17.240","Radiation measurements","辐射测量",6,1,"Including dosimetry 
Radiation protection, see 13.280"
334,"17.040.01","Linear and angular measurements in general","长度和角度测量综合",321,1,
335,"17.040.10","Limits and fits","公差与配合",321,1,
336,"17.040.20","Properties of surfaces","表面特征",321,1,
337,"17.040.30","Measuring instruments","测量仪器仪表",321,1,
338,"17.040.99","Other standards related to linear and angular measurements","有关长度和角度测量的其他标准",321,1,
343,"17.120.01","Measurement of fluid flow in general","流体流量的测量综合",325,1,
344,"17.120.10","Flow in closed conduits","封闭管道中流量的测量",325,1,"Gas meters in buildings, see 91.140.40 
Water meters in buildings, see 91.140.60"
345,"17.120.20","Flow in open channels","明渠中流量的测量",325,1,"Including hydrometric determinations"
347,"17.140.01","Acoustic measurements and noise abatement in general","声学测量和噪声抑制综合",326,1,"Including acoustic insulation"
348,"17.140.20","Noise emitted by machines and equipment","机器和设备的噪声",326,1,
349,"17.140.30","Noise emitted by means of transport","运输工具的噪声",326,1,"Including road noise, railway noise, harbour noise and airport noise"
350,"17.140.50","Electroacoustics","电声学",326,1,"Including sound level meters"
351,"17.140.99","Other standards related to acoustics","有关声学的其他标准",326,1,
354,"17.180.01","Optics and optical measurements in general","光学和光学测量综合",328,1,
355,"17.180.20","Colours and measurement of light","颜色和光的测量",328,1,
356,"17.180.30","Optical measuring instruments","光学测量仪器",328,1,"Including spectroscopes, geodetic instruments, etc. 
Ophthalmic optics and instruments, see 11.040.70 
Laser equipment, see 31.260 
Fibre optics, see 33.180 
Optical equipment, materials and components, see 37.020 
Photographic equipment lenses, see 37.040.10"
357,"17.180.99","Other standards related to optics and optical measurements","有关光学和光学测量的其他标准",328,1,
359,"17.200.01","Thermodynamics in general","热力学综合",329,1,
360,"17.200.10","Heat. Calorimetry","热、量热学",329,1,
361,"17.200.20","Temperature-measuring instruments","温度测量仪器仪表",329,1,"Including thermostats 
Medical thermometers, see 11.040.55"
362,"17.200.99","Other standards related to thermodynamics","有关热力学的其他标准",329,1,
364,"17.220.01","Electricity. Magnetism. General aspects","电学、磁学一般特性",330,1,"Including electromagnetism"
365,"17.220.20","Measurement of electrical and magnetic quantities","电和磁量值的测量",330,1,"Including measuring instruments, instrument transformers 
Electric energy meters in buildings, see 91.140.50"
366,"17.220.99","Other standards related to electricity and magnetism","有关电学和磁学的其他标准",330,1,
368,"19.020","Test conditions and procedures in general","试验条件和规程综合",7,1,
369,"19.040","Environmental testing","环境试验",7,1,"Including testing equipment"
370,"19.060","Mechanical testing","机械试验",7,1,"Including testing equipment 
Mechanical testing of metals, see 77.040.10"
371,"19.080","Electrical and electronic testing","电工和电子试验",7,1,"Including testing equipment 
Equipment for measuring electrical and magnetic quantities, see 17.220.20"
372,"19.100","Non-destructive testing","无损检测",7,1,"Including testing equipment: industrial apparatus for X-ray and gamma radiography, penetrant flaw detectors, etc. 
Non-destructive testing of welded joints, see 25.160.40 
Industrial radiographic films, see 37.040.25 
Non-destructive testing of metals, see 77.040.20"
373,"19.120","Particle size analysis. Sieving","粒度分析、筛分",7,1,"Including test sieves and porosimetry"
380,"21.020","Characteristics and design of machines, apparatus, equipment","机器、装置、设备的特性和设计",8,1,"Including reliability, dependability, maintainability, durability, etc. 
Safety of machinery, see 13.110"
381,"21.040","Screw threads","螺纹",8,1,"Screw threads for aerospace construction, see 49.030.10"
